layer_name_raw,layer_title,layer_description,crs,bbox,attributes,geom_type
geonode:secondary_lake_inventory_pt_egis_nwbc_epsg269,Locations of Secondary Lake Inventories within the Skeena Watershed,"The primary purpose of the reconnaissance inventory of secondary lakes was to gather information on the presence or absence of fish in the lake, and to gather preliminary data on biophysical attributes of the lakes. These secondary lakes were included in a secondary level reconnaissance inventory of 34 lakes located in the northern portions of the Kalum, Kispiox, Bulkley and Morice Forest Districts.
Metadata approximated from WSA water polygon features.",EPSG:26909,,"the_geom, Alias, Watershed, Waterbody, Lake_Name, UTM_Eastin, UTM_Northi, Survey_Dat, Project_Co, SSDC_URL, Surface_Ar, Elevation, Type, Maximum_De, secondary_lake_inventory_pt_egis_nwbc_epsg269",gml:PointPropertyType
geonode:lower_skeena_river_1,Lower Skeena River Sub-Watershed,Boundary of the Lower Skeena River Sub-Watershed based on the BC Freshwater Atlas.,EPSG:3005,,"the_geom, WATERSHED_, WATERSHE_1, WATERSHE_2, AREA_HA, FEATURE_CO, GEOMETRY_L, GEOMETRY_A, lower_skeena_river_1",gml:MultiSurfacePropertyType
geonode:skeena_subwgs84,Major Sub-basins within the Skeena Watershed,"Major sub-basins within the Skeena Watershed.
WGS84 (EPSG 4326).",EPSG:4326,,"the_geom, OBJECTID, ID, CODE, NAME, AREA_HA, Shape_Leng, Shape_Area, skeena_subwgs84",gml:MultiSurfacePropertyType
geonode:skeenasubbasins2015_v2,Major Sub-basins within the Skeena Watershed BVRC CE Assessment,Major sub-basins within the Skeena watershed that are used for the BVRC cumulative effects assessment project. ,EPSG:3005,,"the_geom, WATERSHED_, WATERSHED1, WATERSHE_1, AREA_HA_1, FEATURE_CO, FID_FWA_Gr, FISH_Water, FISH_WAT_1, AREA_SQKM_, GEOMETRY_L, GEOMETRY_A, skeenasubbasins2015_v2",gml:MultiSurfacePropertyType
geonode:shipping_routes_nwbc_egis_2019_05_08,Marine Shipping Routes for Prince Rupert and Kitimat,"Estimated routes taken by commercial marine traffic into and out of Prince Rupert and Kitimat harbours, based on http://publications.gc.ca/pub?id=9.698662&sl=0 and https://www.marinetraffic.com/en/ais/home/centerx:-130.5/centery:53.6/zoom:7.

Dataset last modified 2019-05-08 by EGIS.",EPSG:3005,,"the_geom, id, shipping_routes_nwbc_egis_2019_05_08",gml:MultiLineStringPropertyType
geonode:middle_skeena_river_1,Middle Skeena Sub-Watershed,Boundary of the Middle Skeena River Sub-Watershed based on the BC Freshwater Atlas.,EPSG:3005,,"the_geom, WATERSHED_, WATERSHE_1, WATERSHE_2, AREA_HA, FEATURE_CO, GEOMETRY_L, GEOMETRY_A, middle_skeena_river_1",gml:MultiSurfacePropertyType
geonode:sig_mines_bcgs_nwbc_2018_01,Mines and Exploration Projects of Significance - Northwest BC,No abstract provided,EPSG:4269,,"the_geom, Project, Sector, Status, Lat, Long_, Region, Depo_Grp, Depo_Typ, sig_mines_bcgs_nwbc_2018_01",gml:PointPropertyType
geonode:qrmz_mo,Morice LRMP Zone Boundaries,Boundaries of the Morice land management zones. ,EPSG:3005,,"the_geom, AREA, PERIMETER, QRMZ_MO_, QRMZ_MO_ID, AREA_NAME, DISP_, AREAHA, RMZ_CATEGO, FCODE, NEW_RMZ_CA, MAP_NUM, qrmz_mo",gml:MultiSurfacePropertyType
geonode:morice_river_watershed,Morice River Watershed,Boundary of the Morice River Watershed based on the BC Freshwater Atlas.,EPSG:3005,,"the_geom, WATERSHED_, WATERSHE_1, WATERSHE_2, AREA_HA, FEATURE_CO, GEOMETRY_L, GEOMETRY_A, morice_river_watershed",gml:MultiSurfacePropertyType
geonode:morice_subwatersheds_ow_morice_2013_01,Morice Sub-watershed Boundaries,"Sub-watersheds and face units of the Morice River watershed as defined by the Morice Fish and Aquatic Habitat Review (Office of the Wet'suwet'en, 2013). Sub-watershed boundaries derived from the BC Freshwater Atlas.

Data published: January, 2013",EPSG:3005,,"the_geom, ID, GNIS_NAME, FWWTRSHDCD, FTRCD, OBJECTID, AU_NAME, morice_subwatersheds_ow_morice_2013_01",gml:MultiSurfacePropertyType
geonode:new_boundaries_mwma_final,Morice Water Management Area Boundary,Land boundary of the Morice Water Management Area.,EPSG:3005,,"the_geom, GNIS_ID_2, Area, new_boundaries_mwma_final",gml:MultiSurfacePropertyType
geonode:ems_custom_morice_egis_2018_11_06,Morice Water Quality Review EMS Sites,"Custom layer of EMS sites used in Morice Water Monitoring Trust Water Quality Review. Layer modified Dec. 6, 2018 by EGIS.",EPSG:3005,,"the_geom, Site_Name, EMS_ID, Latitude, Longitude, Assessment, samples, Start_Date, End_Date, ems_custom_morice_egis_2018_11_06",gml:PointPropertyType
geonode:morice_aus_bvrc_2014,Morice Watershed Management Assessment Units,Morice Watershed Assessment Units are high order watershed units delineated primarily by height of land surface water contributing areas. The Assessment Units were aggregated from BC Freshwater Atlas assessment watersheds by the Bulkley Valley Research Centre in 2014 and are used by the Morice Water Monitoring Trust.,EPSG:3005,,"the_geom, LU_NAME, AU_NAME, AREA_KM2, morice_aus_bvrc_2014",gml:MultiSurfacePropertyType
geonode:m0far_rd_au_ow_2013,Morice Watershed Road Density by Assessment Unit,"This layer contains the results of road density analysis within the Morice watershed presented by analysis unit. Source data for this analysis was Skeena roads compilation data and analysis units derived from the FWA. Road density was calculated by summarizing road length within each analysis unit/area of analysis unit.  Analysis was performed by Eclipse GIS in Oct. 2013. 

This layer is associated with the 2013 Morice Fish and Aquatic Habitat Review report.",EPSG:3005,,"the_geom, GNIS_NAME, AU_NAME, Area_m2, Density_km, m0far_rd_au_ow_2013",gml:MultiSurfacePropertyType
geonode:contours_databc_nwbc_2014_12_15,NTS Contour Lines - Northwest BC,"This layer contains NTS contours (1:250 000), clipped to Northwest BC. Full dataset available at https://catalogue.data.gov.bc.ca/dataset/nts-bc-contour-lines-1-250-000-digital-baseline-mapping-nts. Published by the Ministry of Forests, Lands, Natural Resource Operations and Rural Development - GeoBC.
Dataset last modified 2014-12-15.",EPSG:3005,,"the_geom, FCODE, OBJECTID, LENGTH, ELEVATION, contours_databc_nwbc_2014_12_15",gml:MultiLineStringPropertyType
geonode:named_watersheds_databc_nwbc_2014_12_10,Named Watersheds - Northwest BC,"This layer contains named watershed polygons within BC from the Freshwater Atlas, clipped to Northwest BC. Full dataset available at https://catalogue.data.gov.bc.ca/dataset/freshwater-atlas-named-watersheds. Published by the Ministry of Forests, Lands, Natural Resource Operations and Rural Development - GeoBC.
Dataset last modified 2014-12-10.",EPSG:3005,,"the_geom, NAMED_WATE, GNIS_ID, GNIS_NAME, BLUE_LINE_, WATERSHED_, FWA_WATERS, STREAM_ORD, STREAM_MAG, AREA_HA, FEATURE_CO, GEOMETRY_L, GEOMETRY_A, named_watersheds_databc_nwbc_2014_12_10",gml:MultiSurfacePropertyType
geonode:npri_eccc_nwbc_2018_03_06,National Pollutant Release Inventory - Northwest BC,"National Pollutant Release Inventory (NPRI) sites in Northwest BC for 2016. Additional dataset information is available at https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/access.html. 

Dataset last modified 2018-03-06.",EPSG:4269,,"the_geom, LASTREPORT, NPRI_ID, COMP_NAME, FACI_NAME, CITY, LATI_DEC, LONG_DEC, DATUM, Intuitive_, Intuitiv_1, URL_EN, npri_eccc_nwbc_2018_03_06",gml:PointPropertyType
geonode:klrmp_ogma_colocation_assoc_constraints_befor,OGMA Assoc Constraints before - Kalum LRMP,No abstract provided,EPSG:3005,,"the_geom, OBJECTID, FEAT_TYPE, SUBTYPE, LANDSCAPE_, Shape_Leng, Shape_Area, OVERLAP, klrmp_ogma_colocation_assoc_constraints_befor",gml:MultiSurfacePropertyType
geonode:Outline_Boundaries_dissolved_cleaned_noattrib,Outline_Boundaries_dissolved_cleaned_noattrib,No abstract provided,EPSG:3005,,"fid_1, the_geom, fid, Hectares, Outline_Boundaries_dissolved_cleaned_noattrib",gml:MultiSurfacePropertyType
geonode:pest_infestation_pt_databc_nwbc_epsg3005_2019,Pest Infestation and Natural Disturbance Points in Northwestern BC,"A map detailing the different types of pest and natural disturbances in the Northwestern BC area. Additional information available at https://catalogue.data.gov.bc.ca/dataset/pest-infestation-points. Published by the Ministry of Forests, Lands, Natural Resource Operations and Rural Development - Resource Practices",EPSG:3005,,"the_geom, SPOT_NUM, PST_SEV_CD, PST_SEV_DS, PST_SPC_CD, PST_CMN_NM, PST_LTN_NM, PST_CM_CD, PST_CM_DSC, CPTR_YR, NUM_TREES, AREA_HA, ORG_UNITNO, TR_SPCS_CD, TR_CM_NM, COMMENTS, OBJECTID, pest_infestation_pt_databc_nwbc_epsg3005_2019",gml:PointPropertyType
geonode:pink_even_presence_april20,Pink Even Salmon Presence,"Identified pink spawning and presence within the Skeena watershed for even years. Date stamp of data is Aug 30, 2013. ",EPSG:3005,,"the_geom, ID, ID2, OBJECTID, Name, Descriptio, LengthI, pink_even_presence_april20",gml:MultiLineStringPropertyType
geonode:pink_odd_spawning_aug30,Pink Odd Salmon Presence,"Identified pink spawning and presence within the Skeena watershed for odd years. Date stamp of  data is Aug 30, 2013. ",EPSG:3005,,"the_geom, ID, Name, Descriptio, LongitudeI, LatitudeI, LengthI, pink_odd_spawning_aug30",gml:MultiLineStringPropertyType
geonode:quaternary_mempr_nwbc_2017_11_14,Quaternary Geology (Fluvial Coverage) - Northwest BC,"BC digital geology (quaternary) contains geological maps for the province, clipped to Northwest BC. Full dataset available at http://www.empr.gov.bc.ca/Mining/Geoscience/BedrockMapping/Pages/BCGeoMap.aspx. Published by the BC Ministry of Energy, Mines, and Petroleum Resources.

Version: November 14, 2017",EPSG:3005,,"the_geom, gid, label, area_m2, perimeter, edit_date, pub_org, quaternary_mempr_nwbc_2017_11_14",gml:MultiSurfacePropertyType
geonode:railway_databc_nwbc_2015_05_15,Railway Lines - Northwest BC,"This layer contains railway tracks within BC from GeoBase's National Railway Network (NRWN) dataset, clipped to Northwest BC. Full dataset available at https://catalogue.data.gov.bc.ca/dataset/railway-track-line. Published by the Ministry of Forests, Lands, Natural Resource Operations and Rural Development - GeoBC.

Dataset last modified 2015-05-15.",EPSG:3005,,"the_geom, RLWY_TR_ID, NID, TRCK_SG_ID, TRACK_NM, TRCK_CLSSN, REGULATOR, TRNSPRT_TE, USE_TYPE, GAUGE, NMBR_F_TRS, ELCTRFCTN, STATUS, DSGN_SPD_T, DSGN_SPD_R, SOURCE_ID, OPRTR_NGLM, OPRTR_SBDT, OPRTR_SBDD, OWNER_NM, TRCK_SR1_M, TRCK_SR2_M, TRCK_SR3_M, TRCK_SR4_M, SD1_NID, SBDVSN1_NM, SBDVSN1_ST, SD1_END, SD2_NID, SBDVSN2_NM, SBDVSN2_ST, SD2_END, ADMNSTRTVA, STNDRDS_VN, SCRTY_CLSN, GMTRY_CRTE, GMTRY_RVSE, GMTRY_CQSE, GMTRY_PLNY, GMTRY_PRVR, ATTRBT_CRE, ATTRBT_RVE, ATTRBT_CQE, ATTRBT_PRR, OBJECTID, ANNO_CAD, FEAT_LEN, railway_databc_nwbc_2015_05_15",gml:MultiLineStringPropertyType
geonode:recon_sites_ubr_upper_bulkley_2018_07_26,Reconnaissance Sites - Upper Bulkley Watershed,"Field monitoring sites from July 26, 2018 reconnaissance. Spatial files created by EGIS on Aug. 8, 2018 and include air and water temperature measurements. Photographs and field notes including fish observations, and streamflow and channel observations are available at http://data.skeenasalmon.info/dataset/upper-bulkley-watershed-reconnaissance-information.",EPSG:4326,,"the_geom, Site_ID, Latitude, Longitude, Sample_tim, Air_Temp, Water_Temp, recon_sites_ubr_upper_bulkley_2018_07_26",gml:PointPropertyType
geonode:rivers_databc_nwbc_2017_11_03,Rivers - Northwest BC,"Double line river polygons for BC from the GeoBC Freshwater Atlas, clipped to Northwest BC. Full dataset available at https://catalogue.data.gov.bc.ca/dataset/freshwater-atlas-rivers. Published by the Ministry of Forests, Lands, Natural Resource Operations and Rural Development - GeoBC.

Dataset last modified 2017-11-03.
",EPSG:3005,,"the_geom, WTRSHDCD50, WTRBDTP, WTRBDKGRPC, WTRBDPLD, WTRSHDGRP1, LCLWTRSHDC, LFTRGHTTRB, FWWTRSHDCD, FTRCD, GNSNM2, AREA_HA, BLLNK, GNIS_ID_3, GNIS_ID_2, OBJECTID, WTRBDK50K, GNSNM1, GNSNM3, WTRSHDGRPC, WTRSHDK, WTRBDK, GNIS_ID_1, WTRSHDGRPD, rivers_databc_nwbc_2017_11_03",gml:MultiSurfacePropertyType
geonode:road_density_upper_bulkley_2016,Road Density Upper Bulkley (Oct 2016),The Upper Bulkley Fish and Aquatic Review project (October 2016) produced a set of analyses focused on select pressure and quantity indicators as determined by the Wild Salmon Policy Strategy 2. This data set presents the results of the pressure indicator road density analysis. Road densities have been widely correlated to salmon habitat degradation and have been ranked as a high value indicator by the Wild Salmon Policy (WSP) Habitat Working Group.,EPSG:3005,,"the_geom, GROUP_NAME, length_m, calc_area, density, road_density_upper_bulkley_2016",gml:MultiSurfacePropertyType
geonode:bcce_watershed_summary_poly_2015_20150331_rddensity,Road Density within the Skeena Watershed,"A polygon layer describing the road density (km/km^2) per freshwater assessment unit within the Skeena Watershed. Dataset and attribute information is available at http://data.skeenasalmon.info/dataset/cumulative-effects-framework-assessment-protocol-for-aquatic-ecosystems. This layer is themed by ""Rd_Density"".",EPSG:3005,,"the_geom, OBJECTID, WATERSHED_, WATERSHED1, WATERSHE_1, GNIS_ID_1, GNIS_NAME_, FWA_WATERS, LOCAL_WATE, WATERSHE_2, WATERSHE_3, WATERSHE_4, AU_Area_ha, AU_Area_km, AU_Area__1, AU_Area__2, LU_VRI_DIS, AU_GROUP_C, Coastal_In, FRESHWATER, RU_ID_NUM, RU_CODE, RU_Name, RU_AREA_HA, AU_RU_over, RU_CODE_Li, RU_count, fown_crown, fown_feder, fown_priva, fown_prote, fown_cro_1, fown_fed_1, fown_pri_1, fown_pro_1, Agricultur, Alpine_Sub, BTM_Logged, Forest_Lan, Fresh_Wate, Glaciers_a, Harvest_19, Harvest_pr, Mining_HA, OilandGas_, Railway_HA, Range_Land, Salt_Water, Seismic_HA, Shrubs_HA, TA_ROW_HA, Transmissi, Urban_HA, Urban_Mixe, Wetlands_E, Agricult_1, Alpine_S_1, BTM_Logg_1, Forest_L_1, Fresh_Wa_1, Glaciers_1, Harvest_20, Harvest__1, Mining_PCN, OilandGas1, Railway_PC, Range_La_1, Salt_Wat_1, Seismic_PC, Shrubs_PCN, TA_ROW_PCN, Transmis_1, Urban_PCNT, Urban_Mi_1, Wetlands_1, Human_Dist, Human_Di_1, Non_Human_, Human_Di_2, Human_Di_3, Non_Human1, TOT_Fire_H, TOT_Insect, TOT_Fire_I, TOT_Fire_P, TOT_Inse_1, TOT_Fire_1, net_Fire_H, net_Insect, net_Fire_I, net_Fire_P, net_Inse_1, net_Fire_1, AU_TOT_Dis, AU_TOT_D_1, AU_TOT_Non, AU_TOT_N_1, AU_TOT_Rd_, AU_TOT_str, Rd_Density, Rd_Densi_1, RdsStrmXin, RdsStrmX_1, RdsStrmX_2, RdsStrmBuf, RdsStrmB_1, RdsStrmB_2, Rd_Length_, RdSlope60_, RdSlope601, Rip_Human_, Rip_Human1, Rip_Natura, Rip_Tot_Hu, Rip_Tot_Al, Rip_Huma_1, Rip_Huma_2, Rip_Natu_1, Rip_Tot__1, Rip_Tot__2, Tot_Rip_No, Tot_Rip__1, ECA_HA, ECA_Unrepo, ECA_PCNT, ECA_Unre_1, ECA_Unre_2, ECA_Final_, POD_Count, POD_Flag, WWDischarg, WWDischa_1, Mine_Point, Mine_Poi_1, Dam_Lines_, Dam_Lines1, Rd_Densi_2, Rd_Densi_3, RdsStrmX_3, RdsStrmX_4, RdsStrmB_3, RdsStrmB_4, RdSlope6_1, RdSlope6_2, Tot_All_Ds, Tot_All__1, ECA_Final1, ECA_Fina_1, HIGH_INDIC, Rd_Densi_4, RdsStrmX_5, RdsStrmB_5, RdSlope6_3, Rip_Tot__3, ECA_Fina_2, Rollup_avg, Rollup_a_1, Rollup_a_2, Water_Quan, Water_Qu_1, Water_Qu_2, Water_Qual, Water_Qu_3, Water_Qu_4, Riparian_a, Riparian_1, Riparian_2, WAP_Rd_Den, WAP_Rd_D_1, WAP_RdsStr, WAP_RdsS_1, WAP_RdsS_2, WAP_RdsS_3, WAP_RdSlop, WAP_RdSl_1, WAP_Tot_Al, WAP_Tot__1, ASSESSMENT, ASSESSED_S, RUN_DATE, ASSESSME_1, Shape_Leng, Shape_Area, Wshd_ID, bcce_watershed_summary_poly_2015_20150331_rddensity",gml:MultiSurfacePropertyType
geonode:au_names_sf,SSAF Assessment Watershed Units,This dataset was produced by merging the BC Freshwater Atlas (FWA) assessment watersheds (April 2019 version) with the attributes extrapolated from the FWA named watershed data by watershed code.,EPSG:3005,,"the_geom, MWshd, FID, AU_name, WS_GRP, Maj_WS, Maj_SWS, SWS2, SWS3, SWS4, SWS5, SWS6, au_names_sf",gml:MultiSurfacePropertyType
geonode:comp_roads_sk_0316,Skeena Consolidated Roads,"This layer is a compilation of road features from sources including the Digital Roads Atlas (DRA), Forest Tenure Roads (FTEN), and expert knowledge from the various FLNRO district offices.

This layer was created Feb. 2016 by Blair Ellis (FLNRORD).",EPSG:3005,,"the_geom, OBJECTID_1, OBJECTID, FID_Skeena, FCODE, ELEVATION, ADMIT_YEAR, ADMIT_MNTH, ADMIT_DAY, ASRC_YEAR, ASRC_MNTH, ASRC_DAY, BCGS_TILE, SOURCE_ID, ROAD_NAME_, ROAD_CLASS, ROAD_SURFA, OPENING_ID, FOREST_FIL, ROAD_SECTI, FILE_TYPE_, DEACTIVATI, BCGW_SOURC, BCGW_EXTRA, FID_TroutC, WATERSHED_, WATERSHED1, WATERSHE_1, AREA_HA_1, FEATURE_CO, FID_FWA_Gr, FISH_Water, FISH_WAT_1, comp_roads_sk_0316",gml:MultiLineStringPropertyType
geonode:skeena_bnd,Skeena Watershed Boundary,Skeena Watershed Boundary (Freshwater Only) based on the BC Freshwater Atlas Assessment Watersheds.,EPSG:4326,,"the_geom, OBJECTID, Name, Shape_Leng, Shape_Area, skeena_bnd",gml:MultiSurfacePropertyType
geonode:watershed_skeenasubbasins_clipv2,Skeena Watershed Landscape Units BVRC CE Assessment,Skeena watershed landscape units (LUs) used in the BVRC cumulative effects assessment project. ,EPSG:3005,,"the_geom, WATERSHED_, WATERSHED1, WATERSHE_1, AREA_HA_1, FEATURE_CO, FID_FWA_Gr, FISH_Water, FISH_WAT_1, AREA_SQKM_, GEOMETRY_L, GEOMETRY_A, OBJECTID, watershe_2, watershe_3, watershe_4, GNIS_ID_1, GNIS_NAME_, FWA_WATERS, LOCAL_WATE, WATERSHE_5, WATERSHE_6, WATERSHE_7, AU_Area_ha, AU_Area_km, AU_Area__1, AU_Area__2, LU_VRI_DIS, AU_GROUP_C, Coastal_In, FRESHWATER, RU_ID_NUM, RU_CODE, RU_Name, RU_AREA_HA, AU_RU_over, RU_CODE_Li, RU_count, fown_crown, fown_feder, fown_priva, fown_prote, fown_cro_1, fown_fed_1, fown_pri_1, fown_pro_1, Agricultur, Alpine_Sub, BTM_Logged, Forest_Lan, Fresh_Wate, Glaciers_a, Harvest_19, Harvest_pr, Mining_HA, OilandGas_, Railway_HA, Range_Land, Salt_Water, Seismic_HA, Shrubs_HA, TA_ROW_HA, Transmissi, Urban_HA, Urban_Mixe, Wetlands_E, Agricult_1, Alpine_S_1, BTM_Logg_1, Forest_L_1, Fresh_Wa_1, Glaciers_1, Harvest_20, Harvest__1, Mining_PCN, OilandGas1, Railway_PC, Range_La_1, Salt_Wat_1, Seismic_PC, Shrubs_PCN, TA_ROW_PCN, Transmis_1, Urban_PCNT, Urban_Mi_1, Wetlands_1, Human_Dist, Human_Di_1, Non_Human_, Human_Di_2, Human_Di_3, Non_Human1, TOT_Fire_H, TOT_Insect, TOT_Fire_I, TOT_Fire_P, TOT_Inse_1, TOT_Fire_1, net_Fire_H, net_Insect, net_Fire_I, net_Fire_P, net_Inse_1, net_Fire_1, AU_TOT_Dis, AU_TOT_D_1, AU_TOT_Non, AU_TOT_N_1, AU_TOT_Rd_, AU_TOT_str, Rd_Density, Rd_Densi_1, RdsStrmXin, RdsStrmX_1, RdsStrmX_2, RdsStrmBuf, RdsStrmB_1, RdsStrmB_2, Rd_Length_, RdSlope60_, RdSlope601, Rip_Human_, Rip_Human1, Rip_Natura, Rip_Tot_Hu, Rip_Tot_Al, Rip_Huma_1, Rip_Huma_2, Rip_Natu_1, Rip_Tot__1, Rip_Tot__2, Tot_Rip_No, Tot_Rip__1, ECA_HA, ECA_Unrepo, ECA_PCNT, ECA_Unre_1, ECA_Unre_2, ECA_Final_, POD_Count, POD_Flag, WWDischarg, WWDischa_1, Mine_Point, Mine_Poi_1, Dam_Lines_, Dam_Lines1, Rd_Densi_2, Rd_Densi_3, RdsStrmX_3, RdsStrmX_4, RdsStrmB_3, RdsStrmB_4, RdSlope6_1, RdSlope6_2, Tot_All_Ds, Tot_All__1, ECA_Final1, ECA_Fina_1, HIGH_INDIC, Rd_Densi_4, RdsStrmX_5, RdsStrmB_5, RdSlope6_3, Rip_Tot__3, ECA_Fina_2, Rollup_avg, Rollup_a_1, Rollup_a_2, Water_Quan, Water_Qu_1, Water_Qu_2, Water_Qual, Water_Qu_3, Water_Qu_4, Riparian_a, Riparian_1, Riparian_2, WAP_Rd_Den, WAP_Rd_D_1, WAP_RdsStr, WAP_RdsS_1, WAP_RdsS_2, WAP_RdsS_3, WAP_RdSlop, WAP_RdSl_1, WAP_Tot_Al, WAP_Tot__1, ASSESSMENT, ASSESSED_S, RUN_DATE, ASSESSME_1, Shape_Leng, Shape_Area, Wshd_ID, watershed_skeenasubbasins_clipv2",gml:MultiSurfacePropertyType
geonode:sockeye_data_linear_dec52012,Sockeye Salmon Presence,"Identified sockeye spawning and presence by stream segment within the Skeena watershed. Date stamp of data is Dec 13, 2012. ",EPSG:3005,,"the_geom, ID, COVERAGE_I, ACTIVITY, NAME, ALIAS1, ALIAS2, LEN, DrawAs, Comments, DataSource, THEME, SPECIES, ENTITYNAME, NTS, EDITION, VERSION, ID2, CODE_GENER, ATC, ATG, ATZ, ATE, ACCURACY, TYPE, ELEVATION, TypeI, BranchesI, Coordinate, XI, YI, LongitudeI, LatitudeI, LengthI, AreaI, BearingI, SelectionM, SelectionI, VersionI, sockeye_data_linear_dec52012",gml:MultiLineStringPropertyType
geonode:sockeye_data_poly_dec52012,Sockeye Salmon Presence - Polygons,"Identified sockeye spawning and presence by polygon within the Skeena watershed. Date stamp of data is Dec 13, 2012. ",EPSG:3005,,"the_geom, ID, COVERAGE_I, ACTIVITY, NAME, ALIAS1, ALIAS2, LEN, DrawAs, Comments, DataSource, THEME, ENTITYNAME, NTS, EDITION, VERSION, ID2, CODE_GENER, ATC, ATG, ATZ, ATE, ACCURACY, TYPE, ELEVATION, PROV, CU_SPECIES, CU_NUMBER, CU_NAMENUM, CU_NUMNAME, MAP_REF, CU_DATE, LINK, CU_INDEX, CU_NAME, HECTARES, SQUARE_KM, PERIMETER, PERIMTR_KM, LLEFTX, LLEFTY, LRIGHTX, LRIGHTY, ULEFTX, ULEFTY, URIGHTX, URIGHTY, CU_ACRO, SHAPE_AREA, SHAPE_LEN, CENTROID_X, CENTROID_Y, TypeI, BranchesI, Coordinate, XI, YI, LongitudeI, LatitudeI, LengthI, AreaI, BearingI, SelectionM, SelectionI, VersionI, sockeye_data_poly_dec52012",gml:MultiSurfacePropertyType
geonode:land_use_plan_databc_nwbc_2014_12_10,Strategic Land and Resource Plans - Northwest BC,"Boundaries of current strategic land and resource plans, clipped to Northwest BC. Full dataset available at https://catalogue.data.gov.bc.ca/dataset/strategic-land-and-resource-plans-current. Published by the Ministry of Forests, Lands, Natural Resource Operations and Rural Development - Resource Management Objectives.

Dataset last modified 2014-12-10",EPSG:3005,,"the_geom, SLRP_ID, SLRPPRVID, SLRP_NAME, SLRP_ABRVN, PLAN_TYPE, PLANSTATUS, APP_DT, APP_AMD_DT, LEGAL_DT, LGL_AMD_DT, GIS_CH_DT, GIS_CH_PER, CHG_REASON, INITIATOR, ENBLNG_DCE, ENBLNG_DCL, F_CODE, FEAT_AREA, FEAT_LEN, OBJECTID, ANNO_CAD, land_use_plan_databc_nwbc_2014_12_10",gml:MultiSurfacePropertyType
